Siglas de la Institución,Institución,Nombre de la UC,Código del expediente,Clave CUCOP,Título del expediente,Número del procedimiento,Fecha de fallo,Fecha de publicación,Fecha de apertura,Carácter del procedimiento,Tipo de contratación,Tipo de procedimiento,Forma de participación,Código del contrato,Título del contrato,Descripción del contrato,Fecha de inicio del contrato,Fecha de fin del contrato,Importe del contrato,Moneda del contrato,Estatus del contrato,Convenio modificatorio,Contrato plurianual,RFC,Proveedor o contratista,Estratificación de la empresa,Clave del país de la empresa,Dirección del anuncio
IMSS,Instituto Mexicano del Seguro Social,IMSS-Coordinación de Abastecimiento y Equipamiento Delegación Querétaro #050GYR075,1759282,5310,"AA-050GYR075-E108-2018, “CONTRATACIÓN  DEL SERVICIO DE ATENCIÓN NEUROQUIRURGICA”",AA-050GYR075-E108-2018,,2018-07-30 15:09,2018-07-31 15:00,Nacional,Servicios,Adjudicación Directa Federal,Mixta,1916477,SERV. ANTENCION NEUROQUIRURGICA,SERV. ANTENCION NEUROQUIRURGICA,2018-07-31,2018-12-31,506500,MXN,Expirado,0,0,,HECTOR  GUILLERMO  PALOMERA  GOMEZ,,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1524501
IMSS,Instituto Mexicano del Seguro Social,"IMSS-Departamento de Adquisiciones, Bienes y Equipamiento #050GYR069",1773295,5310,ADQUISICIÓN DE EQUIPO MÉDICO PARA LA DELEGACIÓN CAMPECHE,LA-050GYR069-E181-2018,2018-09-20,2018-08-21 12:19,2018-09-18 09:00,Internacional bajo TLC,Adquisiciones,Licitación Pública,Electrónica,1957418,ADQUISICIÓN DE EQUIPO MÉDICO PARA LA DELEGACIÓN CAMPECHE,,2018-10-11,2018-12-31,5065000,MXN,Expirado,0,0,DMM040206NG8,DRAGER MEDICAL MEXICO SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1543565
IMSS,Instituto Mexicano del Seguro Social,"IMSS-Departamento de Adquisiciones, Bienes y Equipamiento #050GYR069",1773295,5310,ADQUISICIÓN DE EQUIPO MÉDICO PARA LA DELEGACIÓN CAMPECHE,LA-050GYR069-E181-2018,2018-09-20,2018-08-21 12:19,2018-09-18 09:00,Internacional bajo TLC,Adquisiciones,Licitación Pública,Electrónica,1957478,ADQUISICIÓN DE EQUIPO MÉDICO PARA LA DELEGACIÓN CAMPECHE,,2018-10-11,2018-12-31,2517700,MXN,Expirado,0,0,SIB060516LH1,SERVICIO E INTEGRACION BIOMEDICA DE MEXICO,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1543565
HIM,Hospital Infantil de México Federico Gómez,HIM-Departamento de Adquisiciones Generales #012NBG001,1648143,2950,"ADQUISICIÓN DE FILTROS PARA EL SISTEMA DE AIRE ACONDICIONADO, 2018",AA-012NBG001-E34-2018,,2018-03-26 17:20,2018-04-06 16:00,Nacional,Adquisiciones,Adjudicación Directa Federal,Electrónica,1777716,"DATOS RELEVANTES DEL CONTRATO ADQUISICIÓN DE FILTROS PARA EL SISTEMA DE AIRE ACONDICIONADO, 2018","DATOS RELEVANTES DEL CONTRATO ADQUISICIÓN DE FILTROS PARA EL SISTEMA DE AIRE ACONDICIONADO, 2018",2018-04-09,2018-05-11,25777.84,MXN,Expirado,0,0,VFO841003RS6,VELAZQUEZ FOCOS SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1420617
IMSS,Instituto Mexicano del Seguro Social,"IMSS-DEPARTAMENTO DE ABASTECIMIENTO, UMAE HOSPITAL DE ONCOLOGIA DEN CMN SIGLO XXI #050GYR051",1646837,2950,LA-050GYR051-E9-2018 SUMINISTRO DE CONSUMIBLES Y MATERIALES  DE EQUIPOS MEDICOS ,LA-050GYR051-E9-2018,2018-05-03,2018-04-10 15:50,2018-04-23 10:00,Internacional,Adquisiciones,Licitación Pública,Electrónica,1808183,D188061,LA-050GYR051-E9-2018 SUMINISTRO DE CONSUMIBLES Y MATERIALES DE EQUIPOS MEDICOS,2018-05-08,2018-12-31,163200,MXN,Expirado,0,0,MPC910220EX3,MANTENIMIENTO PREVENTIVO Y CORRECTIVO SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1432702
IMSS,Instituto Mexicano del Seguro Social,"IMSS-DEPARTAMENTO DE ABASTECIMIENTO, UMAE HOSPITAL DE ONCOLOGIA DEN CMN SIGLO XXI #050GYR051",1646837,2950,LA-050GYR051-E9-2018 SUMINISTRO DE CONSUMIBLES Y MATERIALES  DE EQUIPOS MEDICOS ,LA-050GYR051-E9-2018,2018-05-03,2018-04-10 15:50,2018-04-23 10:00,Internacional,Adquisiciones,Licitación Pública,Electrónica,1800955,D188053,LA-050GYR051-E9-2018 SUMINISTRO DE CONSUMIBLES Y MATERIALES DE EQUIPOS MEDICOS,2018-05-08,2018-12-31,2056431.5,MXN,Expirado,0,0,MRE020410HT4,MEDICAL RECOVERY SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1432702
IMSS,Instituto Mexicano del Seguro Social,"IMSS-DEPARTAMENTO DE ABASTECIMIENTO, UMAE HOSPITAL DE ONCOLOGIA DEN CMN SIGLO XXI #050GYR051",1646837,2950,LA-050GYR051-E9-2018 SUMINISTRO DE CONSUMIBLES Y MATERIALES  DE EQUIPOS MEDICOS ,LA-050GYR051-E9-2018,2018-05-03,2018-04-10 15:50,2018-04-23 10:00,Internacional,Adquisiciones,Licitación Pública,Electrónica,1800961,D188054,LA-050GYR051-E9-2018 SUMINISTRO DE CONSUMIBLES Y MATERIALES DE EQUIPOS MEDICOS,2018-05-08,2018-12-31,179601.9,MXN,Expirado,0,0,JUA850809GK7,JUAMA SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1432702
GTO,GTO-Universidad de Guanajuato,GTO-Universidad de Guanajuato-Departamento de Adquisiciones y Control de Bienes #911043999,1697280,5310,ADQUISICION DE CHILLER PARA LASER,AA-911043999-E44-2018,,2018-05-25 10:44,2018-05-27 23:00,Nacional,Adquisiciones,Adjudicación Directa Federal,Presencial,1813753, ADQUISICION DE CHILLER PARA LASER, ADQUISICION DE CHILLER PARA LASER,2018-05-28,2018-05-30,98000,MXN,Expirado,0,0,SAT000126A43,SATELSA SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1467705
SEDENA,Secretaría de la Defensa Nacional,SEDENA-Subdireccion de Adquisiciones #007000999,1714679,5310,ADQ. 2a. PTE. EQ. MED. SALAS ORTOPEDIA HOMBRES Y CARDIOTORACICAS H.C.M.,AA-007000999-E587-2018,,2018-06-15 09:16,2018-06-22 11:00,Internacional bajo TLC,Adquisiciones,Adjudicación Directa Federal,Electrónica,1842060,ADQ. 2a. PTE. EQ. MED. SALAS ORTOPEDIA HOMBRES Y CARDIOTORACICAS H.C.M.,ADQ. 2a. PTE. EQ. MED. SALAS ORTOPEDIA HOMBRES Y CARDIOTORACICAS H.C.M.,2018-06-22,2018-12-31,362250,MXN,Expirado,0,0,ALA010220979,ACARE LATINOAMERICA SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1485101
INCAN,Instituto Nacional de Cancerología,INCAN-Dirección de Administración #012NBV001,1723757,3540,SERVICIO DE CALIBRACIÓN DE PRUEBAS DE ACEPTACIÓN PARA LOS EQUIPOS ELECTROMER UNI,AA-012NBV001-E203-2018,,2018-06-26 10:44,2018-05-23 23:00,Nacional,Servicios,Adjudicación Directa Federal,Mixta,1841093,"SERVICIO DE CALIBRACIÓN DE PRUEBAS DE ACEPTACIÓN PARA LOS EQUIPOS ELECTROMER UNIDOS MARCA PTW, CÁMARA DE IONIZACIÓN ADCL, MCA. PTW.","SERVICIO DE CALIBRACIÓN DE PRUEBAS DE ACEPTACIÓN PARA LOS EQUIPOS ELECTROMER UNIDOS MARCA PTW, CÁMARA DE IONIZACIÓN ADCL, MCA. PTW.",2018-05-28,2018-09-30,219900,MXN,Expirado,0,0,EME7905301M7,ELECTRONICA Y MEDICINA SA,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1491640
CINVESTAV,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,CINVESTAV-Subdirección de Recursos Materiales #011L4J995,1748603,2950,MATERIALES Y ACCESORIOS PARA EL MONTAJE DE LÍNEA ÓPTICA,AA-011L4J995-E802-2018,,2018-07-18 12:10,2018-07-19 11:00,Internacional,Adquisiciones,Adjudicación Directa Federal,Electrónica,1865422,MATERIALES Y ACCESORIOS PARA EL MONTAJE DE LÍNEA ÓPTICA,MATERIALES Y ACCESORIOS PARA EL MONTAJE DE LÍNEA ÓPTICA Y DIVERSOS EXPERIMENTOS EN EL LABORATORIO DE ESPECTROSCOPÍAS ULTRA-RÁPIDAS,2018-07-19,2018-12-31,35647.872,MXN,Expirado,0,0,,THORLABS,,US,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1514332
CIAD,"Centro de Investigación en Alimentación y Desarrollo, A.C.","CIAD-Centro de Investigación en Alimentación y Desarrollo, A.C. #0389ZY998",1775468,3540,MANTENIMIENTO Y CALIBRACION DE EQUIPOS,AA-0389ZY998-E344-2018,,2018-08-14 10:35,2018-07-17 01:00,Nacional,Servicios,Adjudicación Directa Federal,Presencial,1899655,MANTENIMIENTO Y CALIBRACION DE EQUIPOS,MANTENIMIENTO Y CALIBRACION DE EQUIPOS,2018-07-17,2018-08-16,50008,MXN,Expirado,0,0,MTO930218QSA,METTLER TOLEDO SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1539160
IMTA,Instituto Mexicano de Tecnología del Agua,IMTA-Departamento de Adquisiciones #016RJE002,1660650,5310,CÁMARA DE FLUORESCENCIA,AA-016RJE002-E13-2018,,2018-04-10 16:55,2018-04-13 10:30,Nacional,Adquisiciones,Adjudicación Directa Federal,Electrónica,1793608,CÁMARA DE FLUORESCENCIA,CÁMARA DE FLUORESCENCIA,2018-04-18,2018-06-18,118832.5,MXN,Expirado,0,0,ATL960724BTA,ALTA TECNOLOGIA EN LABORATORIOS SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1432800
HRAEPY,Hospital Regional de Alta Especialidad de la Península de Yucatán,HRAEPY-Subdirección de Recursos Materiales #012NBS001,1688294,3540,"INSTALACION, REPARACION Y MANTENIMIENTO DE EQUIPO E INSTRUMENTAL MEDICO",AA-012NBS001-E70-2018,,2018-05-15 09:01,2018-05-15 08:55,Nacional,Servicios,Adjudicación Directa Federal,Presencial,1802448," INSTALACION, REPARACION Y MANTENIMIENTO DE EQUIPO E INSTRUMENTAL MEDICO","MANTENIMIENTO PREVENTIVO A EQUIPOS MÉDICOS MARCA GREASON STADLER.

EQUIPO DE EMISIONES OTOACÚSTICAS. EQUIPO IMPEDANCIOMETRO Y EQUIPO AUDIOMETRO",2018-05-16,2018-06-30,38700,MXN,Expirado,0,0,SME020307RL9,SERBINTER DE MEXICO SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1459913
CIDETEQ,"Centro de Investigación y Desarrollo Tecnológico en Electroquímica, S.C.",CIDETEQ-Subdirección de Recursos Materiales #03890K001,1703903,5310,Suministro de un Potenciostato/Galvanostato,AA-03890K001-E113-2018,,2018-06-01 12:17,2018-05-23 23:00,Nacional,Adquisiciones,Adjudicación Directa Federal,Electrónica,1818957,Suministro de un Potenciostato/Galvanostato,"Suministro de un Potenciostato/Galvanostato, que incluya y no se limite a las técnicas electroquímicas de voltamperometría cíclica, voltamperometría lineal, cronoamperometría, e impedancia electroquímica. En términos de requerimientos determinantes se encuentran: que soporte corrientes máximas desde 2 hasta 3 A, y que, el potencial aplicado tenga un rango de ±10 V, con un rango deseado de ±30 V. Además, de que la resolución de la corriente sea del orden de los picoAmperes (pA)",2018-05-24,2018-08-03,431034.48,MXN,Expirado,0,0,SAT000126A43,SATELSA SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1473870
IMSS,Instituto Mexicano del Seguro Social,IMSS-UMAE HOSPITAL DE PEDIATRÍA SILVESTRE FRENK FREUND DEL CMN SIGLO XXI #050GYR067,1728620,3540,MANTENIMIENTO A MICROSCOPIOS,AA-050GYR067-E70-2018,,2018-07-06 16:01,2018-07-06 10:15,Nacional,Servicios,Adjudicación Directa Federal,Electrónica,1854171,MANTENIMIENTO A MICROSCOPIOS,MANTENIMIENTO A MICROSCOPIOS,2018-07-09,2018-07-31,203976,MXN,Expirado,0,0,SIH170726GX9,SERVICIOS INTEGRALES HOSPITALARIOS MAGMA SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1502123
IMSS,Instituto Mexicano del Seguro Social,IMSS-Hospital de Especialidades del CMN Manuel Avila Camacho en Puebla #050GYR046,1707600,5310,LA-050GYR046-E98-2018,LA-050GYR046-E98-2018,2018-08-07,2018-06-19 08:00,2018-07-30 09:00,Internacional bajo TLC,Adquisiciones,Licitación Pública,Mixta,1891601,BI18002,BI18002,2018-08-07,2018-12-31,11900000,MXN,Expirado,0,0,IHM080409FM5,INNOVACIONES HOSPITALARIAS DE MEXICO SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1477494
INNN,Instituto Nacional de Neurología y Neurocirugía Manuel Velasco Suárez,INNN-servicios generales #012NCK002,1757765,3540,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO A SISTEMA LC-MS MARCA SCIEX,AA-012NCK002-E85-2018,,2018-07-30 13:50,2018-07-30 23:00,Nacional,Servicios,Adjudicación Directa Federal,Presencial,1875897,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO A SISTEMA LC-MS MARCA SCIEX,"SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO A SISTEMA LC-MS MARCA SCIEX

",2018-08-01,2019-07-31,608455.08,MXN,Expirado,0,1,ASC090924UF5,AB SCIEX,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1524405
IMSS,Instituto Mexicano del Seguro Social,IMSS-Departamento de Adquisición de Bienes y Contratación de Servicios #050GYR015,1765163,5310,IA-050GYR015-E99-2018 ADQUISICIÓN DE EQUIPO MEDICO Y DE LABORATORIO UMF 21,IA-050GYR015-E99-2018,2018-08-13,2018-08-02 22:53,2018-08-09 11:00,Internacional bajo TLC,Adquisiciones,Invitación a Cuando Menos 3 Personas,Electrónica,1901831,"CONTRATO SERVICO E INTEGRACIÓN BIOMÉDICA DE MÉXICO, S.A. DE C.V.",,2018-08-16,2018-12-31,255100,MXN,Expirado,0,0,SIB060516LH1,SERVICIO E INTEGRACION BIOMEDICA DE MEXICO,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1529826
IMSS,Instituto Mexicano del Seguro Social,IMSS-Departamento de Adquisición de Bienes y Contratación de Servicios #050GYR015,1765163,5310,IA-050GYR015-E99-2018 ADQUISICIÓN DE EQUIPO MEDICO Y DE LABORATORIO UMF 21,IA-050GYR015-E99-2018,2018-08-13,2018-08-02 22:53,2018-08-09 11:00,Internacional bajo TLC,Adquisiciones,Invitación a Cuando Menos 3 Personas,Electrónica,1901842,"CONTRATO ALFABICA HEALTHCARE, S.A DE C.V.",,2018-08-16,2018-12-31,287000,MXN,Expirado,0,0,AHE1111145A9,ALFABICA HEALTHCARE SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1529826
IMSS,Instituto Mexicano del Seguro Social,IMSS-Oficina de Adquisiciones de la Delegación Veracruz Norte #050GYR014,1766115,5310,AA-050GYR014-E329-2018 ADQ. DESFIBRILADOR PARA CLINICA DE MAMA,AA-050GYR014-E329-2018,,2018-08-03 11:35,2018-08-10 11:00,Internacional bajo TLC,Adquisiciones,Adjudicación Directa Federal,Electrónica,1902821,D8M5017,AA-050GYR014-E329-2018 ADQ. DESFIBRILADOR PARA CLINICA DE MAMA ,2018-08-15,2018-12-31,116200,MXN,Expirado,0,0,SIB060516LH1,SERVICIO E INTEGRACION BIOMEDICA DE MEXICO,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1530071
INP,Instituto Nacional de Pediatría,INP-Subdirección de Recursos Materiales #012NCZ001,1639089,2950,CABLE TRONCAL DE SPO2,AA-012NCZ001-E300-2018,,2018-03-14 10:55,2018-03-08 12:30,Nacional,Adquisiciones,Adjudicación Directa Federal,Electrónica,1745708,CABLE TRONCAL DE SPO2,CABLE TRONCAL DE SPO2,2018-03-08,2018-04-16,238800,MXN,Expirado,0,0,DMM040206NG8,DRAGER MEDICAL MEXICO SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1412272
INP,Instituto Nacional de Pediatría,INP-Subdirección de Recursos Materiales #012NCZ001,1636653,2950,SENSOR DE TEMPERATURA DE LA PIEL,AA-012NCZ001-E279-2018,,2018-03-12 12:51,2018-03-05 12:30,Nacional,Adquisiciones,Adjudicación Directa Federal,Electrónica,1743040,SENSOR DE TEMPERATURA DE LA PIEL,SENSOR DE TEMPERATURA DE LA PIEL,2018-03-06,2018-04-10,38338,MXN,Expirado,0,0,DMM040206NG8,DRAGER MEDICAL MEXICO SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1409959
IMSS,Instituto Mexicano del Seguro Social,IMSS-Hospital de Gineco Pediatria UMAE No 48 #050GYR074,1561702,2950,Adqusición de consumibles para equipo medico (bombas de infusion),LA-019GYR074-E190-2017,2017-12-29,2017-12-19 23:48,2018-01-16 09:30,Internacional bajo TLC,Adquisiciones,Licitación Pública,Mixta,1757372,ADQUISICIÓN DE CONSUMIBLES PARA EQUIPO MEDICO ,,2018-01-18,2018-12-31,3552044.04,MXN,Expirado,0,0,,CORPORATIVO GIORMAR DE MEXICO SA DE CV,,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1352961
IMSS,Instituto Mexicano del Seguro Social,IMSS-Coordinación de Abastecimiento y Equipamiento Delgación Sonora #050GYR031,1644556,5320,AA-050GYR031-E8-2018 ADQ DE CONSUMIBLES MEDICOS (RVP),AA-050GYR031-E8-2018,,2018-03-21 15:58,2018-03-23 11:00,Internacional,Adquisiciones,Adjudicación Directa Federal,Mixta,1763907,ADQ DE CONSUMIBLES MEDICOS,,2018-03-23,2018-04-01,83469.04,MXN,Expirado,0,0,JUA850809GK7,JUAMA SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1417349
SEDENA,Secretaría de la Defensa Nacional,SEDENA-Subdireccion de Adquisiciones #007000999,1622873,5310,"ADQUISICION DE EQUIPO MEDICO Y ODONTOLOGICO B.A.M. No. 1 (SANTA LUCIA, MEX.)",LA-007000999-E201-2018,2018-03-27,2018-03-01 15:22,2018-03-12 08:00,Internacional bajo TLC,Adquisiciones,Licitación Pública,Electrónica,1783116,"ADQUISICION DE EQUIPO MEDICO Y ODONTOLOGICO B.A.M. No. 1 (SANTA LUCIA, MEX.)","ADQUISICION DE EQUIPO MEDICO Y ODONTOLOGICO B.A.M. No. 1 (SANTA LUCIA, MEX.)	",2018-03-28,2018-12-31,666380,MXN,Expirado,0,0,ASI1602178C4,ABC SIVMED SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1397357
SEDENA,Secretaría de la Defensa Nacional,SEDENA-Subdireccion de Adquisiciones #007000999,1622873,5310,"ADQUISICION DE EQUIPO MEDICO Y ODONTOLOGICO B.A.M. No. 1 (SANTA LUCIA, MEX.)",LA-007000999-E201-2018,2018-03-27,2018-03-01 15:22,2018-03-12 08:00,Internacional bajo TLC,Adquisiciones,Licitación Pública,Electrónica,1787084,"ADQUISICIÓN DE EQUIPO MEDICO Y ODONTOLOGICO PARA LA BASE AEREA MILITAR No.1 (SANTA LUCIA, MEX.)","ADQUISICION DE EQUIPO MEDICO Y ODONTOLOGICO PARA LA BASE AEREA MILITAR No. 1 (SANTA LUCIA, MEX.)",2018-04-24,2018-12-31,106600,MXN,Expirado,0,0,STT1409228Y6,SPECIAL TECHNIQUES AND TECHNOLOGIES GROUP MEXICO SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1397357
SEDENA,Secretaría de la Defensa Nacional,SEDENA-Subdireccion de Adquisiciones #007000999,1622873,5310,"ADQUISICION DE EQUIPO MEDICO Y ODONTOLOGICO B.A.M. No. 1 (SANTA LUCIA, MEX.)",LA-007000999-E201-2018,2018-03-27,2018-03-01 15:22,2018-03-12 08:00,Internacional bajo TLC,Adquisiciones,Licitación Pública,Electrónica,1787085,"ADQUISICIÓN DE EQUIPO MEDICO Y ODONTOLOGICO PARA LA BASE AEREA MILITAR No.1 (SANTA LUCIA, MEX.)","ADQUISICION DE EQUIPO MEDICO Y ODONTOLOGICO PARA LA BASE AEREA MILITAR No. 1 (SANTA LUCIA, MEX.)",2018-04-24,2018-12-31,36500,MXN,Expirado,0,0,MPC910220EX3,MANTENIMIENTO PREVENTIVO Y CORRECTIVO SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1397357
SSA,Secretaría de Salud,SSA-Dirección General de Recursos Materiales y Servicios Generales #012000991,1728902,2950,ADQUISICIÓN DE DAMPERS Y SENSORES. ,AA-012000991-E382-2018,,2018-07-02 14:37,2018-06-06 13:00,Nacional,Adquisiciones,Adjudicación Directa Federal,Presencial,1847227,ADQUISICIÓN DE DAMPERS Y SENSORES. ,"Dampers, y sensores para biocontensión.",2018-06-11,2018-08-15,286998.72,MXN,Expirado,0,0,ZII150928BI2,ZION INTEGRATION OF INTELLIGENT BUILDINGS SYSTEMS SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1496642
IMSS,Instituto Mexicano del Seguro Social,"IMSS-Hospital de Especialidades del CMN Ignacio García Téllez en Mérida, Yucatán #050GYR063",1720636,5310,Adquisición de equipo médico (Angiografo),LA-050GYR063-E41-2018,2018-07-30,2018-07-12 08:26,2018-07-25 08:00,Internacional bajo TLC,Adquisiciones,Licitación Pública,Electrónica,1895288,Adquisición de equipo médico (Angiografo),,2018-08-14,2018-12-31,20001300,MXN,Expirado,0,0,IHM080409FM5,INNOVACIONES HOSPITALARIAS DE MEXICO SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1489038
CIDETEQ,"Centro de Investigación y Desarrollo Tecnológico en Electroquímica, S.C.",CIDETEQ-Subdirección de Recursos Materiales #03890K001,1820062,5310,Suministro de un sensor de desplazamiento láser para medición de cambio de altur,AA-03890K001-E248-2018,,2018-11-08 11:22,2018-10-23 23:00,Nacional,Adquisiciones,Adjudicación Directa Federal,Electrónica,1958226,Suministro de un sensor de desplazamiento láser para medición de cambio de alturas y anchos,"Suministro de un sensor de desplazamiento láser para medición de cambio de alturas y anchos, con las siguientes especificaciones:

El dispositivo de inspección 2D/3D utiliza un rayo láser expandido en forma de banda que se refleja difusamente en la superficie del objeto. La luz reflejada se procesa en el elemento receptor HSE3-CMOS y mediante la detección de cambios en la posición y perfil, se miden el desplazamiento y la forma. Con éste elemento receptor pueden medirse perfiles de objetos que se mueven a 6.4 m/s con espaciamiento de 0.1 mm ó 0.0039"".

El dispositivo tiene una reflexión especular de alta precisión con repetibilidad de 0.4 micras, Eje Z: 60+/-8 mm, Eje X: 15 mm.

El dispositivo realiza la inspección de objetos transparentes como vidrio y policarbonato.

El dispositivo hace la medición de formas en 3D, altura/inclinación, diferencia de ancho/posición/altura, localización basada en medición de forma, medición de deformación.

El dispositivo incorpora un láser azul de longitud de onda centrada en 405 nm con un lente Ernostar 2D para generar un perfil estable e intensidad de salida optimizada para crear un regreso parejo incluso en materiales altamente reflejantes.

El dispositivo incluye una función de doble polarización que distingue y cancela la luz de los reflejos para evitar que sean un obstáculo en la medición. Esto se hace mediante la polarización del haz del láser en ambos ejes X y Y con captura de datos analizada para cada componente. Esto permite la medición de metales con formas complejas y zonas complicadas.",2018-10-24,2018-11-12,504925,MXN,Expirado,0,0,KME060712179,KEYENCE MEXICO,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1582129
MICH,MICH-Secretaría de Salud,MICH-Secretaría de Salud-Servicios de Salud de Michoacan #916011999,1820285,5310,ADQUISICIÓN DE EQUIPAMIENTO PARA EL HOSPITAL INFANTIL,LA-916011999-E101-2018,2018-11-22,2018-11-08 23:17,2018-11-22 09:00,Internacional bajo TLC,Adquisiciones,Licitación Pública,Electrónica,1966710,SSM-LPI-003/2018-01,ADQUISICIÓN DE EQUIPAMIENTO PARA EL HOSPITAL INFANTIL,2018-11-28,2019-11-28,82255105.32,MXN,Activo,0,0,DPU930928BB7,DISENO Y PUBLICIDAD SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1582630
MICH,MICH-Secretaría de Salud,MICH-Secretaría de Salud-Servicios de Salud de Michoacan #916011999,1820285,5310,ADQUISICIÓN DE EQUIPAMIENTO PARA EL HOSPITAL INFANTIL,LA-916011999-E101-2018,2018-11-22,2018-11-08 23:17,2018-11-22 09:00,Internacional bajo TLC,Adquisiciones,Licitación Pública,Electrónica,1966717,SSM-LPI-003/2018-03,ADQUISICIÓN DE EQUIPAMIENTO PARA EL HOSPITAL INFANTIL,2018-11-28,2019-11-28,200514498.6,MXN,Activo,0,0,TGR080314RW1,THOMASANT GROUP SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1582630
IMSS,Instituto Mexicano del Seguro Social,IMSS-Coordinación de Abastecimiento y Equipamiento de la Delegación Sur del Distrito Federal #050GYR025,1550892,3540,MANTENIMIENTO PREVENTIVO Y CORRECTIVO A SISTEMA DE ALARMAS Y DETECTORES DE HUMO ,LA-019GYR025-E465-2017,2017-12-22,2017-12-05 10:10,2017-12-20 10:00,Nacional,Servicios,Licitación Pública,Electrónica,1677396,MANTENIMIENTO PREVENTIVO Y CORRECTIVO A SISTEMA DE ALARMAS Y DETECTORES DE HUMO,MANTENIMIENTO PREVENTIVO Y CORRECTIVO A SISTEMA DE ALARMAS Y DETECTORES DE HUMO ,2018-01-01,2018-12-31,3618166.15,MXN,Expirado,0,0,SPA040629MN0,SERVICIOS Y PROYECTOS DE ACTUALIZACION TECNOLOGICA SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1327713
